,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
1801,upload mapping jenkins release builds,fills entire canvas,different,0.130550817,different
1465,auto crop icon,drive insane,different,0.130407751,different
4068,save load pocketpaint format,reflect chosen colour,different,0.130340531,different
4067,save load pocketpaint format,reflect chosen colour,different,0.130340531,different
918,upload mapping jenkins release builds,colour fill option,different,0.130312771,different
3776,insert image catrobat media gallery,perfect substitute,different,0.130306467,different
3000,checkmark confirm tool applications,many opportunities,different,0.130258024,different
1265,dynamic color scheme,dead fast,different,0.130103976,different
4792,checkmark confirm tool applications,stop camera,different,0.130082622,different
1860,paste tool,free and many,different,0.129974812,different
4742,better compression research implementation,specify canvas size,different,0.129783884,different
2433,insert image catrobat media gallery,landscape fact,different,0.129713461,different
4338,auto crop icon,save your favourite,different,0.129336953,different
4097,feedback menu entry overflow menu,removes exif data,different,0.129129827,different
2495,confirm tool application selecting tool,large image,different,0.129128471,different
642,better compression research implementation,chat thing,different,0.129088938,different
4177,feedback menu entry overflow menu,resize pictures,different,0.129002064,different
2727,insert image catrobat media gallery,long lines,different,0.128975123,different
948,save temporary copies automatically,colour shades,different,0.128931016,different
566,github crowdin integration,change width,different,0.128873035,different
2837,hint change default settings tools,lower resolution,different,0.128686488,different
1366,fastlane support huawei store,draw frames,different,0.128607824,different
1255,export,dead fast,different,0.128474593,different
2536,save load pocketpaint format,like paint,different,0.128424168,different
2535,save load pocketpaint format,like paint,different,0.128424168,different
4582,better compression research implementation,shrink an image,different,0.12841028,different
3805,hint change default settings tools,picky guy,different,0.128376245,different
3834,copy paste symbols stamp tool selection application,pictures shots,different,0.128348872,different
3644,insert image catrobat media gallery,paint bucket,different,0.128297985,different
2097,image file size editing,go hang,different,0.128063649,different
2340,upload mapping jenkins release builds,inport picture,different,0.127906844,different
4003,build paintroid pull requests catroid develop jenkins,quite complex picture,different,0.127850503,different
2289,close transform tool options clicking apply,infinite painter,different,0.127787352,different
1614,correct user intended position tools,enter texts,different,0.127521604,different
1407,share feature,drawing tool for kids,different,0.127513632,different
1253,save dialog,dead fast,different,0.127425864,different
1244,hide unhide layer,dead fast,different,0.127422899,different
4747,github crowdin integration,specify canvas size,different,0.127343148,different
3049,feedback menu entry overflow menu,marking options,different,0.127328858,different
4139,reuse drawingsurface pipette activity,rendering useless,different,0.127204657,different
2920,copy paste symbols stamp tool selection application,magic wand,different,0.127112761,different
873,hide unhide layer,color picker,different,0.127106607,different
4024,better compression research implementation,rectangle stamp,different,0.127059922,different
1676,feedback menu entry overflow menu,fill color,different,0.127004415,different
3953,correct user intended position tools,pocket paint,different,0.126845032,different
4708,spray tool,soulless ads,different,0.126688838,different
758,image file size editing,code games,different,0.126586378,different
1857,dynamic color scheme,find only theyer,different,0.126512304,different
1664,reuse drawingsurface pipette activity,favourite colours,different,0.12640962,different
2890,auto crop icon,made reviews,different,0.126390949,different
1679,auto crop icon,fill color,different,0.126303419,different
2996,spray tool,many opportunities,different,0.126295358,different
4515,save temporary copies automatically,serious lags,different,0.126211181,different
4111,build paintroid pull requests catroid develop jenkins,removes exif data,different,0.126185238,different
3483,insert image catrobat media gallery,new update sucks,different,0.126031756,different
4348,github crowdin integration,save your favourite,different,0.126003146,different
4341,copy paste symbols stamp tool selection application,save your favourite,different,0.12595503,different
4312,insert image catrobat media gallery,satisfy my experience,different,0.125811592,different
1769,fastlane support huawei store,fill with alpha,different,0.125677526,different
3892,center button transform tool,pixel art,different,0.125654101,different
3109,copy paste symbols stamp tool selection application,microsoft computers,different,0.125485942,different
1792,better compression research implementation,fills entire canvas,different,0.125449568,different
4793,copy paste symbols stamp tool selection application,stop camera,different,0.12526533,different
1755,hide unhide layer,fill with alpha,different,0.125248656,different
661,feedback menu entry overflow menu,circle draw,different,0.125237942,different
702,build paintroid pull requests catroid develop jenkins,circle tools,different,0.125230953,different
4370,better compression research implementation,screen shots,different,0.125213832,different
3937,insert image catrobat media gallery,pocket paint,different,0.125004053,different
4738,hint change default settings tools,specify canvas size,different,0.124995634,different
4516,paste tool,serious lags,different,0.124939904,different
5176,fastlane support huawei store,ui design,different,0.124875978,different
2281,fastlane support huawei store,image edition,different,0.124789566,different
290,checkmark confirm tool applications,android developers,different,0.124778509,different
2241,hide unhide layer,image editing,different,0.124734819,different
1301,spray tool,device folder,different,0.124603078,different
3783,export,perfect substitute,different,0.12456131,different
3057,better compression research implementation,marking options,different,0.124539629,different
5151,build paintroid pull requests catroid develop jenkins,type text,different,0.124452755,different
3553,correct user intended position tools,offence to creators,different,0.124442905,different
4700,close transform tool options clicking apply,soulless ads,different,0.124398217,different
238,save dialog,air canvas,different,0.124224618,different
4137,github crowdin integration,rendering useless,different,0.124117531,different
1852,build paintroid pull requests catroid develop jenkins,find only theyer,different,0.123939373,different
1410,insert image catrobat media gallery,drawing tool for kids,different,0.123934381,different
1882,upload mapping jenkins release builds,free and many,different,0.123869404,different
2907,close transform tool options clicking apply,magic wand,different,0.123707741,different
1556,github crowdin integration,edit small things,different,0.123690076,different
2863,auto crop icon,lowers resolution,different,0.123425007,different
2084,auto crop icon,go hang,different,0.123273849,different
1976,auto crop icon,future a necessity,different,0.123213246,different
2038,center button transform tool,gauging smaller sizes,different,0.123165175,different
5285,github crowdin integration,white worked,different,0.123160005,different
3917,export,pocket code,different,0.123157024,different
1827,image file size editing,find a place,different,0.123019151,different
2006,copy paste symbols stamp tool selection application,future update,different,0.122891352,different
1359,checkmark confirm tool applications,draw frames,different,0.122842401,different
72,spray tool,add graph,different,0.122773275,different
4815,spray tool,straight line,different,0.122726545,different
3898,upload mapping jenkins release builds,pixel art,different,0.122698441,different
3490,export,new update sucks,different,0.122581653,different
4697,upload mapping jenkins release builds,small basic animation,different,0.122567087,different
498,share feature,brush canvas,different,0.122469492,different
2166,hint change default settings tools,good work,different,0.122219272,different
1844,copy paste symbols stamp tool selection application,find only theyer,different,0.122196287,different
2483,hide unhide layer,large image,different,0.122105956,different
1651,insert image catrobat media gallery,favourite colours,different,0.122008607,different
4142,correct user intended position tools,rendering useless,different,0.122003168,different
3121,correct user intended position tools,microsoft computers,different,0.12199989,different
3480,share feature,new update sucks,different,0.121998943,different
4019,auto crop icon,rectangle stamp,different,0.121962294,different
1849,center button transform tool,find only theyer,different,0.121957354,different
5281,export,white worked,different,0.121921748,different
5329,auto crop icon,wide verity,different,0.121847913,different
1327,feedback menu entry overflow menu,do some quite,different,0.121634059,different
3659,upload mapping jenkins release builds,paint bucket,different,0.121511497,different
2980,fastlane support huawei store,manipulator programs,different,0.121483639,different
2500,reuse drawingsurface pipette activity,large image,different,0.121306434,different
740,hide unhide layer,code games,different,0.121250376,different
610,auto crop icon,changing cartoon characters,different,0.121226087,different
1855,upload mapping jenkins release builds,find only theyer,different,0.120858029,different
5378,hide unhide layer,zooming capabilities,different,0.120780006,different
805,export,color drawings,different,0.120760292,different
3214,auto crop icon,more shapes,different,0.120739177,different
2032,checkmark confirm tool applications,gauging smaller sizes,different,0.120693117,different
1416,better compression research implementation,drawing tool for kids,different,0.120683968,different
947,close transform tool options clicking apply,colour shades,different,0.120553538,different
1438,auto crop icon,drawing tools like brush,different,0.120487206,different
379,reuse drawingsurface pipette activity,auto zoom kills,different,0.120475002,different
4281,hide unhide layer,rotation controls,different,0.120269701,different
5186,paste tool,unnecessary permissions,different,0.120109618,different
2119,center button transform tool,good art,different,0.120073453,different
2412,better compression research implementation,lacks gradient colouring,different,0.119885057,different
3928,close transform tool options clicking apply,pocket paint,different,0.119560435,different
3395,paste tool,negative stars,different,0.119347975,different
4308,hide unhide layer,satisfy my experience,different,0.119254887,different
4605,hint change default settings tools,shrinks image size,different,0.118911579,different
1470,better compression research implementation,drive insane,different,0.118868008,different
5200,export,unnecessary permissions,different,0.118867643,different
1644,paste tool,favourite colours,different,0.11881689,different
1471,export,drive insane,different,0.118800737,different
2293,save load pocketpaint format,infinite painter,different,0.118763834,different
2292,save load pocketpaint format,infinite painter,different,0.118763834,different
2448,upload mapping jenkins release builds,landscape fact,different,0.118612826,different
3317,hide unhide layer,move text,different,0.118590161,different
3629,build paintroid pull requests catroid develop jenkins,output resolution,different,0.118568838,different
4258,insert image catrobat media gallery,respect landscape orientation,different,0.118389308,different
3142,fastlane support huawei store,miss select,different,0.118322253,different
1257,center button transform tool,dead fast,different,0.118187062,different
5042,fastlane support huawei store,think concept,different,0.11817944,different
4592,correct user intended position tools,shrink an image,different,0.11783345,different
212,better compression research implementation,air brush,different,0.117788441,different
2492,save dialog,large image,different,0.117752939,different
350,fastlane support huawei store,applying transparency,different,0.117712021,different
4316,copy paste symbols stamp tool selection application,satisfy my experience,different,0.117684856,different
990,confirm tool application selecting tool,converting photos from mb,different,0.11766991,different
5193,insert image catrobat media gallery,unnecessary permissions,different,0.117641784,different
4878,confirm tool application selecting tool,takes little time,different,0.117236286,different
544,correct user intended position tools,change canvas size,different,0.11684449,different
688,feedback menu entry overflow menu,circle tools,different,0.11673139,different
1528,fastlane support huawei store,edit photos of gacha,different,0.116520107,different
3466,fastlane support huawei store,new update,different,0.116223298,different
2846,github crowdin integration,lower resolution,different,0.116222471,different
1437,insert image catrobat media gallery,drawing tools like brush,different,0.116164811,different
2927,github crowdin integration,magic wand,different,0.116134964,different
3990,spray tool,quite complex picture,different,0.116109371,different
1330,auto crop icon,do some quite,different,0.116074637,different
3870,reuse drawingsurface pipette activity,pictures with transparency,different,0.115930036,different
4470,feedback menu entry overflow menu,select transparent on colors,different,0.115909457,different
1417,export,drawing tool for kids,different,0.11567875,different
2928,build paintroid pull requests catroid develop jenkins,magic wand,different,0.115664378,different
300,reuse drawingsurface pipette activity,android developers,different,0.115601547,different
2374,save load pocketpaint format,invent games,different,0.115508839,different
2373,save load pocketpaint format,invent games,different,0.115508839,different
5001,hide unhide layer,text to pictures,different,0.115473948,different
2435,hint change default settings tools,landscape fact,different,0.115405887,different
2095,build paintroid pull requests catroid develop jenkins,go hang,different,0.115272813,different
5058,spray tool,toggle move option,different,0.115184978,different
4583,export,shrink an image,different,0.115120351,different
4376,build paintroid pull requests catroid develop jenkins,screen shots,different,0.114945114,different
1621,hide unhide layer,export my pictures,different,0.114929169,different
2756,hint change default settings tools,look funny lol,different,0.11483717,different
1089,auto crop icon,create pictures,different,0.114479125,different
3538,auto crop icon,offence to creators,different,0.114431545,different
4256,feedback menu entry overflow menu,respect landscape orientation,different,0.114372455,different
1984,center button transform tool,future a necessity,different,0.114337623,different
2334,center button transform tool,inport picture,different,0.114287004,different
650,image file size editing,chat thing,different,0.114276096,different
1908,image file size editing,free and powerful,different,0.114232376,different
5353,feedback menu entry overflow menu,zoom tool,different,0.114205107,different
4046,auto crop icon,reduces resolution,different,0.114104442,different
2868,better compression research implementation,lowers resolution,different,0.114055417,different
3901,close transform tool options clicking apply,pocket code,different,0.114021286,different
1643,save temporary copies automatically,favourite colours,different,0.11400871,different
585,checkmark confirm tool applications,changed language,different,0.11395517,different
813,upload mapping jenkins release builds,color drawings,different,0.113949522,different
1502,github crowdin integration,dynamic brushes,different,0.113939986,different
4115,correct user intended position tools,removes exif data,different,0.113672242,different
163,fastlane support huawei store,add transparency,different,0.113634646,different
743,spray tool,code games,different,0.113551579,different
5201,confirm tool application selecting tool,unnecessary permissions,different,0.113497615,different
1049,upload mapping jenkins release builds,correct point,different,0.11339388,different
1444,export,drawing tools like brush,different,0.113377504,different
1934,reuse drawingsurface pipette activity,friendliness range,different,0.113344297,different
2255,fastlane support huawei store,image editing,different,0.113207847,different
56,fastlane support huawei store,add a blur,different,0.113166712,different
3204,close transform tool options clicking apply,more shapes,different,0.113121629,different
1793,export,fills entire canvas,different,0.113094151,different
1259,github crowdin integration,dead fast,different,0.113090694,different
5078,save temporary copies automatically,tools abhorrent,different,0.113064378,different
5370,upload mapping jenkins release builds,zoom tool,different,0.113050245,different
3841,github crowdin integration,pictures shots,different,0.113042995,different
457,fastlane support huawei store,basic components,different,0.113017701,different
2816,confirm tool application selecting tool,low resolution,different,0.11294353,different
2570,hint change default settings tools,liked line,different,0.112886228,different
2993,hide unhide layer,many opportunities,different,0.112885244,different
3371,hide unhide layer,multi touch interface,different,0.112831235,different
3798,save load pocketpaint format,picky guy,different,0.11270006,different
3797,save load pocketpaint format,picky guy,different,0.11270006,different
3817,image file size editing,picky guy,different,0.112377018,different
2732,save dialog,long lines,different,0.112067349,different
4123,share feature,rendering useless,different,0.11197155,different
5104,close transform tool options clicking apply,transparent color,different,0.111906976,different
4127,auto crop icon,rendering useless,different,0.111866772,different
2269,feedback menu entry overflow menu,image edition,different,0.11185462,different
1823,fastlane support huawei store,find a place,different,0.11181584,different
2759,save dialog,look funny lol,different,0.111561924,different
224,close transform tool options clicking apply,air canvas,different,0.111483663,different
4126,insert image catrobat media gallery,rendering useless,different,0.111452699,different
3062,github crowdin integration,marking options,different,0.111391366,different
47,auto crop icon,add a blur,different,0.11129421,different
1044,fastlane support huawei store,correct point,different,0.111220717,different
69,hide unhide layer,add graph,different,0.111011073,different
3454,feedback menu entry overflow menu,new update,different,0.110985309,different
2313,upload mapping jenkins release builds,infinite painter,different,0.110934317,different
4761,feedback menu entry overflow menu,spray tool,different,0.110917643,different
4846,checkmark confirm tool applications,take small space,different,0.110889547,different
177,feedback menu entry overflow menu,adding text,different,0.110778749,different
1902,confirm tool application selecting tool,free and powerful,different,0.110685378,different
3857,insert image catrobat media gallery,pictures with transparency,different,0.110593006,different
4026,confirm tool application selecting tool,rectangle stamp,different,0.110448778,different
426,better compression research implementation,basic animation package,different,0.110417984,different
553,feedback menu entry overflow menu,change width,different,0.110389955,different
1478,image file size editing,drive insane,different,0.110341936,different
1218,share feature,dank prince,different,0.110169694,different
4694,build paintroid pull requests catroid develop jenkins,small basic animation,different,0.110100985,different
5090,copy paste symbols stamp tool selection application,tools abhorrent,different,0.10985975,different
3441,build paintroid pull requests catroid develop jenkins,new image option,different,0.109678097,different
1887,paste tool,free and powerful,different,0.109602734,different
4774,build paintroid pull requests catroid develop jenkins,spray tool,different,0.109445781,different
3549,build paintroid pull requests catroid develop jenkins,offence to creators,different,0.109420404,different
4722,reuse drawingsurface pipette activity,soulless ads,different,0.109413214,different
282,save load pocketpaint format,android developers,different,0.109362617,different
281,save load pocketpaint format,android developers,different,0.109362617,different
2922,better compression research implementation,magic wand,different,0.109147422,different
607,feedback menu entry overflow menu,changing cartoon characters,different,0.108797513,different
1594,hide unhide layer,enter texts,different,0.108558126,different
4430,build paintroid pull requests catroid develop jenkins,see every pixel,different,0.108541012,different
5017,build paintroid pull requests catroid develop jenkins,text to pictures,different,0.108372733,different
1865,feedback menu entry overflow menu,free and many,different,0.108353749,different
368,hint change default settings tools,auto zoom kills,different,0.108295888,different
4683,auto crop icon,small basic animation,different,0.108290091,different
1421,github crowdin integration,drawing tool for kids,different,0.108243473,different
2014,build paintroid pull requests catroid develop jenkins,future update,different,0.108157754,different
1475,github crowdin integration,drive insane,different,0.108153671,different
4215,fastlane support huawei store,resize tool,different,0.108148031,different
3075,share feature,mean thing,different,0.108125202,different
3152,paste tool,missing text insert,different,0.108063728,different
1658,export,favourite colours,different,0.108048052,different
3940,checkmark confirm tool applications,pocket paint,different,0.108039051,different
3520,fastlane support huawei store,newest update,different,0.107920066,different
325,github crowdin integration,applying a color,different,0.107407205,different
2303,save dialog,infinite painter,different,0.107407123,different
767,hide unhide layer,code to games,different,0.107176572,different
5272,feedback menu entry overflow menu,white worked,different,0.107116602,different
2092,center button transform tool,go hang,different,0.107045174,different
4883,reuse drawingsurface pipette activity,takes little time,different,0.106936887,different
2819,github crowdin integration,low resolution,different,0.106874816,different
543,upload mapping jenkins release builds,change canvas size,different,0.106853381,different
2135,feedback menu entry overflow menu,good range,different,0.106851473,different
2375,hide unhide layer,invent games,different,0.106804721,different
2731,copy paste symbols stamp tool selection application,long lines,different,0.106752455,different
4852,center button transform tool,take small space,different,0.106616795,different
529,auto crop icon,change canvas size,different,0.106590778,different
700,fastlane support huawei store,circle tools,different,0.106562242,different
153,insert image catrobat media gallery,add transparency,different,0.106469125,different
3150,close transform tool options clicking apply,missing text insert,different,0.106134683,different
510,center button transform tool,brush canvas,different,0.106040798,different
1384,auto crop icon,draw some lines,different,0.105877876,different
2329,copy paste symbols stamp tool selection application,inport picture,different,0.105710641,different
998,correct user intended position tools,converting photos from mb,different,0.105471104,different
1177,fastlane support huawei store,crop images,different,0.105468608,different
2049,paste tool,get bigger size,different,0.105403848,different
2580,build paintroid pull requests catroid develop jenkins,liked line,different,0.1053859,different
1030,hide unhide layer,correct point,different,0.105223767,different
1966,close transform tool options clicking apply,future a necessity,different,0.105213732,different
1777,close transform tool options clicking apply,fills entire canvas,different,0.105163418,different
2923,export,magic wand,different,0.105053678,different
3514,copy paste symbols stamp tool selection application,newest update,different,0.104923114,different
4473,auto crop icon,select transparent on colors,different,0.104914442,different
1975,insert image catrobat media gallery,future a necessity,different,0.104710422,different
4052,export,reduces resolution,different,0.104560956,different
4827,github crowdin integration,straight line,different,0.104539916,different
2726,spray tool,long lines,different,0.104526162,different
5386,copy paste symbols stamp tool selection application,zooming capabilities,different,0.104385927,different
4881,github crowdin integration,takes little time,different,0.104269683,different
4606,checkmark confirm tool applications,shrinks image size,different,0.104174219,different
4020,hint change default settings tools,rectangle stamp,different,0.104172975,different
2553,build paintroid pull requests catroid develop jenkins,like paint,different,0.10413444,different
1354,feedback menu entry overflow menu,draw frames,different,0.104107991,different
2165,auto crop icon,good work,different,0.104098074,different
4813,share feature,straight line,different,0.104090236,different
2712,build paintroid pull requests catroid develop jenkins,load pictures,different,0.104024373,different
91,close transform tool options clicking apply,add more colour,different,0.104016803,different
2798,dynamic color scheme,low end,different,0.103995949,different
3345,share feature,ms paint,different,0.103948057,different
1261,reuse drawingsurface pipette activity,dead fast,different,0.103810325,different
1032,feedback menu entry overflow menu,correct point,different,0.103716783,different
536,confirm tool application selecting tool,change canvas size,different,0.103706777,different
3506,hide unhide layer,newest update,different,0.103682071,different
3813,fastlane support huawei store,picky guy,different,0.103644766,different
2605,fastlane support huawei store,liked line tool,different,0.103411742,different
1038,copy paste symbols stamp tool selection application,correct point,different,0.103316046,different
3190,copy paste symbols stamp tool selection application,more layers,different,0.103278182,different
180,auto crop icon,adding text,different,0.103254236,different
960,copy paste symbols stamp tool selection application,colour shades,different,0.103203759,different
3986,save load pocketpaint format,quite complex picture,different,0.103135809,different
3985,save load pocketpaint format,quite complex picture,different,0.103135809,different
2257,build paintroid pull requests catroid develop jenkins,image editing,different,0.103073075,different
2842,export,lower resolution,different,0.103056222,different
244,github crowdin integration,air canvas,different,0.102981962,different
1790,copy paste symbols stamp tool selection application,fills entire canvas,different,0.102957174,different
4820,copy paste symbols stamp tool selection application,straight line,different,0.102865413,different
1935,image file size editing,friendliness range,different,0.102763742,different
225,save temporary copies automatically,air canvas,different,0.102699026,different
3546,center button transform tool,offence to creators,different,0.102671713,different
3532,save load pocketpaint format,offence to creators,different,0.102666497,different
3531,save load pocketpaint format,offence to creators,different,0.102666497,different
2431,feedback menu entry overflow menu,landscape fact,different,0.102664873,different
4588,build paintroid pull requests catroid develop jenkins,shrink an image,different,0.10258165,different
635,spray tool,chat thing,different,0.102541223,different
4858,upload mapping jenkins release builds,take small space,different,0.102522694,different
5003,feedback menu entry overflow menu,text to pictures,different,0.101839796,different
1797,github crowdin integration,fills entire canvas,different,0.101756684,different
2789,confirm tool application selecting tool,low end,different,0.10133855,different
237,copy paste symbols stamp tool selection application,air canvas,different,0.101312898,different
1237,correct user intended position tools,dank prince,different,0.101306833,different
1665,image file size editing,favourite colours,different,0.101257086,different
2843,confirm tool application selecting tool,lower resolution,different,0.101228565,different
3864,export,pictures with transparency,different,0.101221606,different
3672,auto crop icon,paint file,different,0.100999795,different
2862,insert image catrobat media gallery,lowers resolution,different,0.100960404,different
1763,copy paste symbols stamp tool selection application,fill with alpha,different,0.100856565,different
2093,fastlane support huawei store,go hang,different,0.10081099,different
3945,confirm tool application selecting tool,pocket paint,different,0.100783668,different
1147,better compression research implementation,crop edge,different,0.100714713,different
928,feedback menu entry overflow menu,colour picker,different,0.100321032,different
3009,build paintroid pull requests catroid develop jenkins,many opportunities,different,0.100104153,different
2316,close transform tool options clicking apply,inport picture,different,0.100097597,different
189,fastlane support huawei store,adding text,different,0.100093603,different
1659,confirm tool application selecting tool,favourite colours,different,0.099918067,different
2059,checkmark confirm tool applications,get bigger size,different,0.099910133,different
2848,reuse drawingsurface pipette activity,lower resolution,different,0.099799916,different
2735,confirm tool application selecting tool,long lines,different,0.099698082,different
3484,auto crop icon,new update sucks,different,0.099644855,different
4054,center button transform tool,reduces resolution,different,0.099541187,different
3802,spray tool,picky guy,different,0.099312894,different
2055,spray tool,get bigger size,different,0.099237099,different
2397,close transform tool options clicking apply,lacks gradient colouring,different,0.099150226,different
1894,insert image catrobat media gallery,free and powerful,different,0.099027678,different
2305,export,infinite painter,different,0.09891396,different
1880,reuse drawingsurface pipette activity,free and many,different,0.098889202,different
2030,auto crop icon,gauging smaller sizes,different,0.098607123,different
1897,checkmark confirm tool applications,free and powerful,different,0.098448575,different
4817,auto crop icon,straight line,different,0.098426662,different
3951,image file size editing,pocket paint,different,0.098402672,different
4029,github crowdin integration,rectangle stamp,different,0.098326527,different
2871,center button transform tool,lowers resolution,different,0.098313749,different
1758,spray tool,fill with alpha,different,0.098206311,different
251,close transform tool options clicking apply,alpha transparencies,different,0.098088503,different
2399,paste tool,lacks gradient colouring,different,0.097923718,different
945,upload mapping jenkins release builds,colour picker,different,0.097675696,different
5065,better compression research implementation,toggle move option,different,0.097662948,different
294,export,android developers,different,0.097354934,different
501,insert image catrobat media gallery,brush canvas,different,0.097174481,different
369,checkmark confirm tool applications,auto zoom kills,different,0.097080082,different
5095,center button transform tool,tools abhorrent,different,0.096977547,different
2302,copy paste symbols stamp tool selection application,infinite painter,different,0.096883886,different
1035,auto crop icon,correct point,different,0.096815139,different
3085,export,mean thing,different,0.096475534,different
3999,confirm tool application selecting tool,quite complex picture,different,0.096251257,different
2917,auto crop icon,magic wand,different,0.096250646,different
1868,auto crop icon,free and many,different,0.096222617,different
2659,fastlane support huawei store,line tools,different,0.096178286,different
1264,correct user intended position tools,dead fast,different,0.096111566,different
151,feedback menu entry overflow menu,add transparency,different,0.096056648,different
5313,build paintroid pull requests catroid develop jenkins,wide range,different,0.09593346,different
5196,checkmark confirm tool applications,unnecessary permissions,different,0.095803857,different
612,checkmark confirm tool applications,changing cartoon characters,different,0.095773011,different
1970,save load pocketpaint format,future a necessity,different,0.095616743,different
1969,save load pocketpaint format,future a necessity,different,0.095616743,different
299,build paintroid pull requests catroid develop jenkins,android developers,different,0.095413193,different
1226,save dialog,dank prince,different,0.09539637,different
2556,upload mapping jenkins release builds,like paint,different,0.0953703,different
1455,close transform tool options clicking apply,drive insane,different,0.095145665,different
1752,paste tool,fill with alpha,different,0.095122114,different
3468,build paintroid pull requests catroid develop jenkins,new update,different,0.095081508,different
1838,feedback menu entry overflow menu,find only theyer,different,0.095064811,different
3399,share feature,negative stars,different,0.094765887,different
2912,hide unhide layer,magic wand,different,0.094672821,different
2378,spray tool,invent games,different,0.094642296,different
2175,github crowdin integration,good work,different,0.094503932,different
4613,fastlane support huawei store,shrinks image size,different,0.094500661,different
3859,hint change default settings tools,pictures with transparency,different,0.094408624,different
44,feedback menu entry overflow menu,add a blur,different,0.094339244,different
4826,fastlane support huawei store,straight line,different,0.094267264,different
4870,insert image catrobat media gallery,takes little time,different,0.094179012,different
4903,better compression research implementation,tell resolution,different,0.094079934,different
593,github crowdin integration,changed language,different,0.094061442,different
241,confirm tool application selecting tool,air canvas,different,0.094024032,different
4280,save load pocketpaint format,rotation controls,different,0.094019294,different
4279,save load pocketpaint format,rotation controls,different,0.094019294,different
1254,better compression research implementation,dead fast,different,0.094017982,different
770,spray tool,code to games,different,0.094012424,different
4984,better compression research implementation,text outline,different,0.093975812,different
1456,save temporary copies automatically,drive insane,different,0.093861908,different
3401,spray tool,negative stars,different,0.093709871,different
2916,insert image catrobat media gallery,magic wand,different,0.093661651,different
754,fastlane support huawei store,code games,different,0.093574166,different
344,copy paste symbols stamp tool selection application,applying transparency,different,0.093355343,different
1787,auto crop icon,fills entire canvas,different,0.093312427,different
1156,upload mapping jenkins release builds,crop edge,different,0.093264699,different
4610,export,shrinks image size,different,0.09301202,different
2773,save temporary copies automatically,low end,different,0.092879653,different
1216,save load pocketpaint format,dank prince,different,0.09268719,different
1215,save load pocketpaint format,dank prince,different,0.09268719,different
594,build paintroid pull requests catroid develop jenkins,changed language,different,0.092094891,different
4667,build paintroid pull requests catroid develop jenkins,simple draw offer,different,0.091928296,different
4414,hide unhide layer,see every pixel,different,0.091423497,different
620,github crowdin integration,changing cartoon characters,different,0.091256067,different
1771,build paintroid pull requests catroid develop jenkins,fill with alpha,different,0.091222741,different
1925,copy paste symbols stamp tool selection application,friendliness range,different,0.091189951,different
2478,close transform tool options clicking apply,large image,different,0.091132216,different
3995,copy paste symbols stamp tool selection application,quite complex picture,different,0.091062464,different
1179,build paintroid pull requests catroid develop jenkins,crop images,different,0.09100619,different
3176,dynamic color scheme,missing text insert,different,0.090980649,different
3555,close transform tool options clicking apply,original position,different,0.090792999,different
2321,hide unhide layer,inport picture,different,0.090691544,different
3874,close transform tool options clicking apply,pixel art,different,0.09065555,different
1248,insert image catrobat media gallery,dead fast,different,0.090226144,different
1599,auto crop icon,enter texts,different,0.089983493,different
1896,hint change default settings tools,free and powerful,different,0.089973278,different
1875,confirm tool application selecting tool,free and many,different,0.089937367,different
4522,spray tool,serious lags,different,0.08985094,different
3808,save dialog,picky guy,different,0.089776166,different
4706,share feature,soulless ads,different,0.089535974,different
1462,feedback menu entry overflow menu,drive insane,different,0.089370497,different
4638,fastlane support huawei store,simple area selection,different,0.089368872,different
3732,fastlane support huawei store,paste images,different,0.089364044,different
2761,export,look funny lol,different,0.089286208,different
4273,upload mapping jenkins release builds,respect landscape orientation,different,0.089220814,different
1978,checkmark confirm tool applications,future a necessity,different,0.089199558,different
3989,feedback menu entry overflow menu,quite complex picture,different,0.089094564,different
4055,fastlane support huawei store,reduces resolution,different,0.089046545,different
1890,hide unhide layer,free and powerful,different,0.088987157,different
5203,fastlane support huawei store,unnecessary permissions,different,0.08896888,different
4242,fastlane support huawei store,resizing entire image,different,0.088863447,different
2544,checkmark confirm tool applications,like paint,different,0.088827953,different
4134,confirm tool application selecting tool,rendering useless,different,0.088538162,different
4130,copy paste symbols stamp tool selection application,rendering useless,different,0.088446453,different
604,save load pocketpaint format,changing cartoon characters,different,0.088423803,different
603,save load pocketpaint format,changing cartoon characters,different,0.088423803,different
2087,copy paste symbols stamp tool selection application,go hang,different,0.088168815,different
849,feedback menu entry overflow menu,color grid,different,0.088164285,different
3682,github crowdin integration,paint file,different,0.087958626,different
2485,feedback menu entry overflow menu,large image,different,0.087875828,different
2739,build paintroid pull requests catroid develop jenkins,long lines,different,0.087702334,different
1772,reuse drawingsurface pipette activity,fill with alpha,different,0.087539278,different
4128,hint change default settings tools,rendering useless,different,0.087510273,different
340,insert image catrobat media gallery,applying transparency,different,0.087464459,different
640,copy paste symbols stamp tool selection application,chat thing,different,0.087439448,different
4830,image file size editing,straight line,different,0.087364823,different
2809,auto crop icon,low resolution,different,0.087301686,different
1974,spray tool,future a necessity,different,0.087267503,different
2583,upload mapping jenkins release builds,liked line,different,0.087197237,different
2913,share feature,magic wand,different,0.087183304,different
3747,feedback menu entry overflow menu,paths brushes,different,0.087153152,different
2089,better compression research implementation,go hang,different,0.08713077,different
1221,insert image catrobat media gallery,dank prince,different,0.087067649,different
540,build paintroid pull requests catroid develop jenkins,change canvas size,different,0.086933464,different
